?
Axis	Energy	Elements=	1361

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\Survey_3.VGD





Binding Energy (E)	
eV		Counts / s
463.000		29319.7	
462.000		29437.3	
461.000		28743.2	
460.000		29789.6	
459.000		30306.0	
458.000		29531.1	
457.000		29562.2	
456.000		29434.3	
455.000		30160.0	
454.000		29092.6	
453.000		30662.4	
452.000		30574.1	
451.000		29047.2	
450.000		29223.1	
449.000		30999.2	
448.000		30508.4	
447.000		28905.6	
446.000		30032.7	
445.000		30374.9	
444.000		30270.5	
443.000		29805.4	
442.000		29191.2	
441.000		29813.1	
440.000		30672.7	
439.000		31743.4	
438.000		31494.6	
437.000		30279.5	
436.000		30070.7	
435.000		30628.5	
434.000		30341.0	
433.000		31714.1	
432.000		31563.1	
431.000		30880.7	
430.000		31325.9	
429.000		30669.3	
428.000		31127.5	
427.000		30542.2	
426.000		31315.9	
425.000		30973.7	
424.000		31012.2	
423.000		29235.9	
422.000		29491.4	
421.000		31096.0	
420.000		31527.7	
419.000		30850.8	
418.000		31067.3	
417.000		31435.5	
416.000		30347.8	
415.000		31094.4	
414.000		32324.5	
413.000		31516.5	
412.000		32223.1	
411.000		31155.0	
410.000		30895.8	
409.000		31238.6	
408.000		31325.3	
407.000		31608.4	
406.000		32141.4	
405.000		32306.2	
404.000		32379.5	
403.000		31522.9	
402.000		33429.3	
401.000		32624.5	
400.000		32779.9	
399.000		33480.5	
398.000		32856.4	
397.000		32234.3	
396.000		31983.3	
395.000		32789.4	
394.000		32569.3	
393.000		32562.9	
392.000		33194.2	
391.000		32327.5	
390.000		31775.7	
389.000		33090.2	
388.000		33502.2	
387.000		33593.8	
386.000		33692.4	
385.000		31773.7	
384.000		33118.7	
383.000		33442.4	
382.000		33498.4	
381.000		33136.1	
380.000		33390.4	
379.000		32233.1	
378.000		33884.1	
377.000		32542.0	
376.000		32732.7	
375.000		33735.1	
374.000		34380.1	
373.000		33944.0	
372.000		34154.4	
371.000		34082.5	
370.000		34419.1	
369.000		32812.7	
368.000		33180.5	
367.000		33718.7	
366.000		35140.0	
365.000		34915.1	
364.000		34047.6	
363.000		33522.9	
362.000		33279.1	
361.000		34320.9	
360.000		33784.3	
359.000		34448.0	
358.000		35466.3	
357.000		34584.9	
356.000		33094.2	
355.000		34621.7	
354.000		35912.0	
353.000		35656.8	
352.000		35037.8	
351.000		35301.6	
350.000		35306.2	
349.000		34907.8	
348.000		36288.0	
347.000		36461.0	
346.000		36109.6	
345.000		35142.0	
344.000		36139.2	
343.000		36224.3	
342.000		36118.5	
341.000		36592.4	
340.000		36193.4	
339.000		37275.3	
338.000		37219.1	
337.000		36475.1	
336.000		36263.5	
335.000		36781.7	
334.000		36127.7	
333.000		36215.3	
332.000		35945.2	
331.000		35753.4	
330.000		37637.8	
329.000		37351.4	
328.000		36371.9	
327.000		37281.5	
326.000		36081.3	
325.000		36497.8	
324.000		37425.7	
323.000		37519.5	
322.000		37296.4	
321.000		38081.1	
320.000		37596.4	
319.000		35758.2	
318.000		38983.7	
317.000		38609.8	
316.000		38027.9	
315.000		39541.2	
314.000		40077.1	
313.000		39989.0	
312.000		39918.5	
311.000		39662.0	
310.000		39751.2	
309.000		36562.7	
308.000		37052.0	
307.000		37978.5	
306.000		37232.9	
305.000		35003.4	
304.000		33501.4	
303.000		31708.8	
302.000		30219.9	
301.000		28434.9	
300.000		27209.2	
299.000		25367.7	
298.000		22910.8	
297.000		22323.1	
296.000		21996.6	
295.000		23449.0	
294.000		23526.9	
293.000		25341.0	
292.000		28921.3	
291.000		33604.4	
290.000		44976.5	
289.000		58513.9	
288.000		64163.3	
287.000		75918.9	
286.000		114311.	
285.000		163938.	
284.000		132796.	
283.000		47763.1	
282.000		12329.3	
281.000		5433.33	
280.000		3789.56	
279.000		3369.88	
278.000		3062.85	
277.000		3530.52	
276.000		3046.99	
275.000		2632.33	
274.000		2828.92	
273.000		3024.70	
272.000		3101.61	
271.000		2931.73	
270.000		3258.03	
269.000		2822.69	
268.000		2800.80	
267.000		2567.67	
266.000		2861.85	
265.000		3161.85	
264.000		2882.93	
263.000		2604.42	
262.000		2575.10	
261.000		2512.85	
260.000		2289.56	
259.000		2614.26	
258.000		2781.93	
257.000		2571.08	
256.000		2562.65	
255.000		2500.40	
254.000		2635.54	
253.000		2654.22	
252.000		2707.83	
251.000		2721.89	
250.000		3078.11	
249.000		2895.78	
248.000		2738.15	
247.000		2622.89	
246.000		2445.38	
245.000		2513.65	
244.000		2818.27	
243.000		2489.16	
242.000		2591.57	
241.000		2546.39	
240.000		2622.09	
239.000		2946.59	
238.000		3189.56	
237.000		3029.72	
236.000		2570.08	
235.000		2735.74	
234.000		2917.27	
233.000		2867.27	
232.000		3069.28	
231.000		2907.63	
230.000		2851.41	
229.000		3117.67	
228.000		2868.47	
227.000		2808.03	
226.000		2912.85	
225.000		2728.92	
224.000		2853.21	
223.000		2857.23	
222.000		2272.49	
221.000		2957.63	
220.000		2809.24	
219.000		2651.00	
218.000		2554.82	
217.000		2799.20	
216.000		2669.08	
215.000		3139.16	
214.000		2787.75	
